customer_id,age,income,employment_status,loan_amount,loan_type,credit_score,missed_payments,last_payment_date,account_status,region
CUST1047,54.0,147359,Student,778468.0,Auto,765,4,2025-12-19 06:39:58.479583,Active,South
CUST1048,33.0,35216,,595946.0,Home,603,0,2026-02-21 06:39:58.479611,Active,West
CUST1049,36.0,78741,Salaried,650902.0,Personal,603,4,2025-11-20 06:39:58.479630,Default,East
CUST1050,55.0,148180,Salaried,401591.0,Home,719,4,2026-03-29 06:39:58.479632,Active,South
CUST1051,59.0,76997,Salaried,793987.0,Home,718,4,2026-03-24 06:39:58.479635,Default,East
CUST1052,23.0,74460,Salaried,578671.0,Business,754,0,2026-01-19 06:39:58.479653,Active,South
CUST1053,21.0,85780,Business,580553.0,Home,616,3,2025-12-29 06:39:58.479656,Active,West
CUST1054,25.0,75913,,343076.0,Business,695,5,2025-11-26 06:39:58.479657,Delayed,North
CUST1055,23.0,22537,Self-employed,433898.0,Home,669,4,2026-04-04 06:39:58.479659,Default,East
CUST1056,48.0,136595,Student,192957.0,Business,781,2,2026-02-16 06:39:58.479661,Delayed,North
CUST1057,37.0,66250,Salaried,781368.0,Personal,696,1,2026-03-13 06:39:58.479664,Default,West
CUST1058,45.0,23178,,544132.0,Auto,607,5,2026-04-28 06:39:58.479666,Active,West
CUST1059,53.0,64910,Salaried,667345.0,Auto,713,1,2025-12-03 06:39:58.479667,Active,West
CUST1060,29.0,23178,Salaried,629885.0,Business,780,1,2025-11-29 06:39:58.479670,Default,South
CUST1061,55.0,136595,Salaried,424494.0,Personal,604,0,2026-04-12 06:39:58.479671,Delayed,South
CUST1062,33.0,35216,Salaried,262104.0,Business,796,2,2026-04-28 06:39:58.479674,Default,South
CUST1063,50.0,23009,Salaried,763934.0,Business,646,2,2026-03-29 06:39:58.479675,Default,South
CUST1064,34.0,115849,Student,248573.0,Personal,abc,5,2026-04-27 06:39:58.479678,Default,East
CUST1065,27.0,54152,,667345.0,Home,639,2,2025-12-19 06:39:58.479793,Active,West
CUST1066,33.0,114171,Salaried,424494.0,Home,721,2,2025-12-29 06:39:58.479800,Default,East
CUST1067,42.0,122171,Salaried,567196.0,Personal,734,2,2026-02-12 06:39:58.479802,Active,South
CUST1068,59.0,131399,Salaried,262104.0,Business,739,5,2026-04-17 06:39:58.479805,Delayed,North
CUST1069,40.0,34758,Salaried,98231.0,Auto,693,3,2026-04-21 06:39:58.479807,Active,East
CUST1070,35.0,64910,Business,145057.0,Business,752,2,2026-01-08 06:39:58.479809,Delayed,North
CUST1071,37.0,23178,Business,727055.0,Home,627,2,2026-02-17 06:39:58.479811,Delayed,South
CUST1072,43.0,42337,Self-employed,781368.0,Personal,770,0,2026-01-16 06:39:58.479814,Delayed,East
CUST1073,45.0,148180,Salaried,87355.0,Personal,676,0,2026-02-07 06:39:58.479816,Active,East
CUST1074,44.0,22176,Self-employed,455486.0,Personal,774,2,2026-03-23 06:39:58.479818,Default,East
CUST1075,48.0,105962,Student,667345.0,Home,648,3,2025-12-26 06:39:58.479820,Active,North
CUST1076,34.0,21161,Self-employed,171139.0,Business,685,2,2025-12-25 06:39:58.479823,Delayed,South
CUST1077,,131399,,561933.0,Personal,653,2,2026-02-15 06:39:58.479827,Default,West
CUST1078,44.0,66418,Business,570335.0,Auto,617,2,2026-03-30 06:39:58.479829,Active,West
CUST1079,26.0,108774,Business,289204.0,Personal,626,4,2026-03-18 06:39:58.479831,Delayed,South
CUST1080,28.0,61777,Salaried,382643.0,Business,671,3,2025-12-22 06:39:58.479834,Delayed,East
CUST1081,43.0,129863,Salaried,228417.0,Home,733,1,2026-03-04 06:39:58.479836,Default,West
CUST1082,,40666,Student,343076.0,Auto,721,2,2026-04-09 06:39:58.479838,Active,East
CUST1083,27.0,35216,Student,790174.0,Auto,704,1,2025-12-09 06:39:58.479840,Default,South
CUST1084,43.0,53065,,524406.0,Personal,668,3,2026-03-06 06:39:58.479843,Default,North
CUST1085,30.0,35216,Salaried,683969.0,Business,670,2,2025-11-26 06:39:58.479845,Default,East
CUST1086,36.0,66250,Salaried,422209.0,Personal,749,1,2026-02-23 06:39:58.479847,Default,North
CUST1087,27.0,96216,Student,570335.0,Auto,786,5,2025-11-28 06:39:58.479850,Active,North
CUST1088,54.0,66418,Student,143566.0,Personal,774,1,2025-11-17 06:39:58.479852,Default,South
CUST1089,54.0,109904,Student,433898.0,Business,716,3,2025-12-05 06:39:58.479855,Delayed,South
CUST1090,52.0,99443,Business,580553.0,Home,795,2,2026-03-16 06:39:58.479857,Delayed,North
CUST1091,24.0,74460,Self-employed,790174.0,Auto,631,4,2025-12-17 06:39:58.479859,Delayed,North
CUST1092,58.0,115849,Self-employed,166751.0,Business,708,3,2026-04-03 06:39:58.479861,Default,West
CUST1093,47.0,93034,Salaried,778468.0,Personal,696,4,2026-04-26 06:39:58.479864,Delayed,West
CUST1094,26.0,110417,Business,506339.0,Auto,600,2,2026-04-08 06:39:58.479866,Active,South
CUST1095,28.0,109389,Student,192957.0,Personal,781,1,2025-12-14 06:39:58.479868,Default,East
CUST1096,27.0,120766,Salaried,593647.0,Personal,773,5,2026-02-12 06:39:58.479871,Default,North
CUST1097,31.0,132025,Business,769366.0,Home,768,5,2026-02-20 06:39:58.479873,Default,East
CUST1098,53.0,46206,,430445.0,Personal,707,3,2026-01-08 06:39:58.479875,Active,North
CUST1099,52.0,143220,Business,229243.0,Personal,713,3,2025-12-30 06:39:58.479878,Default,South
CUST1100,42.0,20320,Salaried,778468.0,Business,640,3,2026-01-07 06:39:58.479880,Default,East
CUST1101,43.0,132025,Self-employed,727055.0,Personal,607,0,2025-12-21 06:39:58.479882,Delayed,South
CUST1102,56.0,127340,Student,141426.0,Home,759,5,2026-02-16 06:39:58.479885,Delayed,North
CUST1103,54.0,24675,,565303.0,Personal,629,5,2026-05-08 06:39:58.479887,Default,South
CUST1104,59.0,110071,Business,170522.0,Personal,645,2,2026-05-06 06:39:58.479889,Active,East
CUST1105,41.0,99443,Salaried,201601.0,Personal,704,0,2026-03-23 06:39:58.479892,Delayed,West
CUST1106,46.0,35216,Salaried,798423.0,Auto,779,3,2026-03-08 06:39:58.479893,Default,South
CUST1107,54.0,104149,Student,143566.0,Home,695,3,2026-01-27 06:39:58.479896,Delayed,East
CUST1108,,72550,Salaried,517997.0,Auto,660,4,2026-04-01 06:39:58.479898,Delayed,South
CUST1109,54.0,140544,Salaried,87355.0,Home,740,0,2026-04-07 06:39:58.479901,Active,South
CUST1110,56.0,126511,Student,649181.0,Home,688,1,2026-04-02 06:39:58.479903,Default,West
CUST1111,33.0,53783,,145057.0,Business,767,5,2026-02-19 06:39:58.479905,Delayed,East
CUST1112,22.0,46206,Self-employed,401591.0,Auto,725,2,2025-12-14 06:39:58.479908,Default,East
CUST1113,,84892,Self-employed,,Home,660,1,2026-03-05 06:39:58.479910,Active,East
CUST1114,24.0,34209,Business,286692.0,Home,719,1,2025-12-15 06:39:58.479912,Active,North
CUST1115,45.0,20320,,793987.0,Business,771,2,2025-12-05 06:39:58.479914,Delayed,South
CUST1116,33.0,118071,Business,592606.0,Auto,789,3,2025-12-16 06:39:58.479917,Active,West
CUST1117,58.0,99443,Self-employed,76015.0,Personal,720,5,2025-12-30 06:39:58.479919,Delayed,East
CUST1118,46.0,109389,Student,592606.0,Business,771,4,2026-01-20 06:39:58.479921,Default,West
CUST1119,28.0,53654,Salaried,567196.0,Home,647,3,2026-01-08 06:39:58.479923,Delayed,North
CUST1120,34.0,30068,Self-employed,567196.0,Auto,abc,3,2026-04-05 06:39:58.479925,Delayed,North
CUST1121,34.0,68443,,565303.0,Home,658,0,2026-05-06 06:39:58.479928,Active,West
CUST1122,45.0,135614,Self-employed,617922.0,Business,784,1,2025-12-15 06:39:58.479930,Default,East
CUST1123,32.0,24675,,401591.0,Business,610,1,2026-05-04 06:39:58.479932,Default,West
CUST1124,51.0,60130,,90449.0,Auto,624,5,2026-04-29 06:39:58.479934,Delayed,East
CUST1125,58.0,58751,,211704.0,Business,788,1,2026-04-09 06:39:58.479937,Default,East
CUST1126,51.0,66250,Business,734392.0,Business,645,4,2026-01-03 06:39:58.479939,Default,North
CUST1127,23.0,141025,Student,87355.0,Personal,653,4,2026-01-13 06:39:58.479942,Delayed,West
CUST1128,49.0,53065,Self-employed,87690.0,Home,633,4,2025-11-22 06:39:58.479944,Delayed,North
CUST1129,56.0,136595,Student,248573.0,Personal,683,2,2026-01-03 06:39:58.479947,Default,South
CUST1130,42.0,59321,Salaried,451914.0,Personal,734,5,2025-12-14 06:39:58.479949,Delayed,North
CUST1131,58.0,64910,Self-employed,790174.0,Auto,661,4,2026-02-18 06:39:58.479952,Active,East
CUST1132,34.0,61777,Student,455486.0,Business,656,0,2026-02-25 06:39:58.479954,Default,West
CUST1133,48.0,82559,Student,248573.0,Home,692,0,2026-03-18 06:39:58.479964,Delayed,South
CUST1134,55.0,122171,Salaried,167255.0,Home,715,3,2026-05-10 06:39:58.479967,Default,South
CUST1135,32.0,124940,,253206.0,Home,675,3,2025-12-01 06:39:58.479969,Default,South
CUST1136,51.0,not_available,Self-employed,699899.0,Business,732,5,2026-03-13 06:39:58.479972,Active,South
CUST1137,26.0,68443,Self-employed,262104.0,Home,675,3,2026-02-23 06:39:58.479974,Active,West
CUST1138,41.0,132025,Salaried,517997.0,Home,762,3,2026-02-09 06:39:58.479976,Default,East
CUST1139,47.0,99443,,496710.0,Business,636,0,2026-02-26 06:39:58.479979,Active,South
CUST1140,21.0,131399,Self-employed,604700.0,Auto,787,3,2026-01-14 06:39:58.479981,Delayed,East
CUST1141,25.0,69346,Self-employed,253811.0,Home,792,0,2025-12-03 06:39:58.479983,Default,North
CUST1142,47.0,123306,Self-employed,592606.0,Business,743,4,2026-05-11 06:39:58.479985,Active,East
CUST1143,47.0,20320,,451914.0,Personal,629,4,2026-04-29 06:39:58.479987,Default,South
CUST1144,39.0,76997,Salaried,580553.0,Business,NA,5,2026-02-11 06:39:58.479990,Default,North
CUST1145,49.0,69346,Self-employed,145057.0,Personal,641,2,2025-12-13 06:39:58.479992,Delayed,North
CUST1146,30.0,58751,Student,332868.0,Business,660,3,2026-01-16 06:39:58.479994,Delayed,North
CUST1147,47.0,20320,,52928.0,Home,abc,4,2026-02-18 06:39:58.479997,Delayed,South
CUST1148,44.0,134456,Business,609863.0,Auto,647,4,2026-02-23 06:39:58.479999,Active,East
CUST1149,58.0,66418,Salaried,496710.0,Auto,789,5,2026-03-16 06:39:58.480002,Active,West
CUST1150,52.0,53783,Student,506339.0,Home,683,1,2026-03-17 06:39:58.480004,Active,East
CUST1151,,42337,Self-employed,143566.0,Personal,692,1,2026-01-26 06:39:58.480006,Delayed,South
CUST1152,46.0,110417,Business,433829.0,Business,791,5,2025-11-23 06:39:58.480009,Default,South
CUST1153,32.0,105962,Salaried,790174.0,Home,784,0,2025-11-25 06:39:58.480011,Delayed,North
CUST1154,22.0,30770,,556705.0,Business,667,2,2026-01-31 06:39:58.480013,Active,East
CUST1155,58.0,75913,Business,481030.0,Home,645,5,2026-02-10 06:39:58.480015,Active,South
CUST1156,25.0,27135,Business,382643.0,Home,712,1,2025-11-17 06:39:58.480018,Active,South
CUST1157,27.0,not_available,Student,496710.0,Business,627,2,2026-02-10 06:39:58.480020,Delayed,West
CUST1158,46.0,109904,Salaried,343076.0,Auto,676,4,2026-01-19 06:39:58.480022,Active,East
CUST1159,28.0,59321,Student,798423.0,Auto,720,5,2026-01-15 06:39:58.480024,Delayed,North
CUST1160,56.0,58751,Student,481030.0,Personal,602,0,2026-02-10 06:39:58.480027,Default,North
CUST1161,52.0,68443,Self-employed,253811.0,Business,636,2,2025-12-22 06:39:58.480029,Delayed,North
CUST1162,43.0,66250,,609863.0,Personal,775,1,2026-03-19 06:39:58.480031,Active,East
CUST1163,34.0,129021,Business,52928.0,Home,746,4,2026-01-04 06:39:58.480034,Default,South
CUST1164,51.0,58751,Salaried,171139.0,Personal,691,5,2026-02-26 06:39:58.480036,Active,South
CUST1165,51.0,81386,,778468.0,Home,682,3,2025-12-11 06:39:58.480038,Default,West
CUST1166,43.0,34758,,723769.0,Business,616,4,2026-01-03 06:39:58.480041,Active,West
CUST1167,31.0,66686,Salaried,455486.0,Business,720,1,2025-12-17 06:39:58.480042,Delayed,South
CUST1168,58.0,41889,,667345.0,Business,686,5,2026-02-17 06:39:58.480045,Active,South
CUST1169,21.0,135614,Self-employed,723769.0,Business,639,1,2026-03-04 06:39:58.480047,Delayed,East
CUST1170,22.0,61777,,143566.0,Personal,777,3,2026-03-27 06:39:58.480049,Delayed,West
CUST1171,56.0,82559,Self-employed,289204.0,Home,672,4,2026-01-09 06:39:58.480052,Default,North
CUST1172,36.0,22537,Business,769366.0,Auto,628,2,2026-04-21 06:39:58.480054,Delayed,North
CUST1173,21.0,68443,Business,201601.0,Business,778,2,2026-04-03 06:39:58.480059,Delayed,North
CUST1174,21.0,42337,Student,147375.0,Business,641,4,2026-02-26 06:39:58.480062,Delayed,North
CUST1175,47.0,60130,Self-employed,342560.0,Home,628,2,2026-03-18 06:39:58.480064,Default,South
CUST1176,42.0,123306,Business,170522.0,Auto,665,5,2026-02-15 06:39:58.480066,Active,South
CUST1177,56.0,95910,,229243.0,Business,723,4,2026-02-23 06:39:58.480069,Active,East
CUST1178,51.0,20287,Salaried,253206.0,Auto,744,4,2026-01-11 06:39:58.480071,Delayed,North
CUST1179,52.0,82559,Salaried,104306.0,Business,719,1,2025-12-18 06:39:58.480073,Delayed,South
CUST1180,,64910,Self-employed,793987.0,Personal,708,0,2025-12-05 06:39:58.480075,Active,South
CUST1181,38.0,72550,Student,556705.0,Personal,758,1,2026-01-09 06:39:58.480078,Delayed,South
CUST1182,21.0,30068,,556705.0,Auto,691,2,2026-01-29 06:39:58.480080,Active,North
CUST1183,45.0,30068,Self-employed,229243.0,Home,711,0,2026-04-03 06:39:58.480082,Default,South
CUST1184,51.0,41889,Salaried,194318.0,Home,651,4,2026-02-17 06:39:58.480084,Delayed,West
CUST1185,25.0,41684,Self-employed,433829.0,Personal,766,2,2026-04-04 06:39:58.480087,Delayed,North
CUST1186,51.0,87613,,763934.0,Home,659,3,2026-03-17 06:39:58.480089,Active,North
CUST1187,23.0,84892,Business,506339.0,Home,693,2,2025-12-05 06:39:58.480091,Active,West
CUST1188,30.0,103291,,496710.0,Home,778,0,2026-04-04 06:39:58.480093,Default,East
CUST1189,36.0,27135,Business,248573.0,Auto,743,0,2025-12-11 06:39:58.480112,Delayed,East
CUST1190,57.0,87613,Business,727055.0,Auto,697,4,2026-04-16 06:39:58.480114,Active,North
CUST1191,43.0,72550,Business,76015.0,Home,613,5,2026-04-08 06:39:58.480116,Default,North
CUST1192,24.0,34209,Self-employed,343076.0,Personal,769,3,2026-04-21 06:39:58.480118,Active,North
CUST1193,53.0,124940,Salaried,544132.0,Home,650,4,2026-02-12 06:39:58.480120,Active,West
CUST1194,25.0,124940,Self-employed,667345.0,Business,623,3,2026-03-13 06:39:58.480122,Default,South
CUST1195,41.0,46627,Salaried,146917.0,Personal,706,3,2026-04-09 06:39:58.480124,Default,West
CUST1196,30.0,134456,,269248.0,Auto,770,4,2026-04-26 06:39:58.480126,Default,South
CUST1197,35.0,120667,Student,228417.0,Business,672,2,2026-04-21 06:39:58.480128,Default,South
CUST1198,52.0,21161,,167255.0,Home,746,1,2026-03-22 06:39:58.480130,Default,East
CUST1199,28.0,72550,Self-employed,580553.0,Home,683,3,2026-01-30 06:39:58.480149,Default,West
CUST1200,25.0,104762,Self-employed,544132.0,Personal,660,0,2026-05-11 06:39:58.480151,Delayed,West
CUST1201,35.0,118064,Salaried,424494.0,Personal,705,4,2026-03-22 06:39:58.480155,Default,North
CUST1202,48.0,144062,Self-employed,575275.0,Home,693,5,2025-12-02 06:39:58.480157,Delayed,West
CUST1203,22.0,42337,Business,332868.0,Home,662,2,2026-01-10 06:39:58.480159,Active,South
CUST1204,39.0,114171,Self-employed,327941.0,Personal,753,3,2025-12-29 06:39:58.480160,Active,South
CUST1205,55.0,34209,Salaried,699899.0,Business,694,5,2026-04-18 06:39:58.480163,Default,West
CUST1206,38.0,123306,Salaried,314052.0,Auto,634,2,2026-01-02 06:39:58.480165,Active,East
CUST1207,45.0,81386,Business,555074.0,Personal,666,4,2026-03-05 06:39:58.480166,Default,East
CUST1208,22.0,96216,Salaried,433829.0,Business,655,5,2026-02-08 06:39:58.480186,Default,North
CUST1209,38.0,104149,Student,286692.0,Home,639,0,2026-04-30 06:39:58.480187,Delayed,North
CUST1210,39.0,53065,,481030.0,Auto,756,3,2026-01-31 06:39:58.480189,Active,South
CUST1211,51.0,122958,Self-employed,455486.0,Business,733,3,2026-04-01 06:39:58.480191,Default,West
CUST1212,26.0,35216,Student,303928.0,Auto,779,5,2026-04-21 06:39:58.480193,Active,South
CUST1213,52.0,97986,Self-employed,76015.0,Auto,728,2,2026-01-15 06:39:58.480195,Delayed,South
CUST1214,59.0,120667,Student,314052.0,Auto,779,4,2026-02-28 06:39:58.480196,Active,West
CUST1215,58.0,46627,Self-employed,667345.0,Business,623,1,2026-03-12 06:39:58.480198,Delayed,South
CUST1216,37.0,110071,Business,755641.0,Business,701,3,2025-12-25 06:39:58.480200,Delayed,South
CUST1217,59.0,97986,Salaried,683969.0,Home,761,0,2026-04-16 06:39:58.480202,Delayed,East
CUST1218,,22176,Salaried,229243.0,Auto,714,3,2026-03-13 06:39:58.480220,Default,North
CUST1219,30.0,127340,Business,211704.0,Personal,734,3,2026-01-28 06:39:58.480222,Default,East
CUST1220,47.0,72550,Student,569757.0,Personal,674,1,2026-01-22 06:39:58.480223,Active,North
CUST1221,44.0,20287,,248573.0,Personal,610,1,2025-12-17 06:39:58.480225,Default,North
CUST1222,42.0,144011,Student,699899.0,Business,635,4,2025-11-25 06:39:58.480227,Default,North
CUST1223,50.0,86706,Salaried,650902.0,Home,747,3,2026-01-21 06:39:58.480229,Active,East
CUST1224,49.0,110417,,194318.0,Business,662,3,2026-03-23 06:39:58.480231,Delayed,West
CUST1225,54.0,46627,Self-employed,593647.0,Auto,679,2,2025-12-04 06:39:58.480232,Delayed,South
CUST1226,26.0,84892,,556705.0,Personal,790,2,2026-02-24 06:39:58.480234,Active,West
CUST1227,35.0,30770,Student,544132.0,Business,796,5,2025-12-07 06:39:58.480236,Default,West
CUST1228,45.0,53783,Business,167255.0,Personal,687,5,2026-03-19 06:39:58.480237,Active,North
CUST1229,21.0,124940,Self-employed,630918.0,Business,629,0,2026-02-14 06:39:58.480239,Active,North
CUST1230,,108774,Student,593647.0,Personal,757,0,2025-12-18 06:39:58.480241,Default,East
CUST1231,31.0,103291,Self-employed,141426.0,Auto,702,2,2025-11-28 06:39:58.480243,Active,East
CUST1232,24.0,78251,,269248.0,Personal,711,5,2025-12-25 06:39:58.480245,Default,South
CUST1233,56.0,126985,Salaried,742255.0,Auto,683,0,2026-04-24 06:39:58.480247,Default,West
CUST1234,51.0,97986,Student,734392.0,Auto,749,3,2025-12-30 06:39:58.480249,Active,West
CUST1235,28.0,115849,Business,104306.0,Business,704,5,2026-05-11 06:39:58.480251,Delayed,South
CUST1236,54.0,129863,,699899.0,Business,788,1,2026-02-28 06:39:58.480253,Default,North
CUST1237,38.0,141025,Student,630918.0,Business,620,5,2026-02-06 06:39:58.480254,Delayed,East
CUST1238,35.0,96216,Business,544132.0,Auto,636,3,2026-02-11 06:39:58.480256,Default,South
CUST1239,22.0,120667,Student,76015.0,Home,626,2,2026-04-02 06:39:58.480258,Delayed,West
CUST1240,39.0,96216,,569757.0,Home,701,4,2026-02-06 06:39:58.480259,Active,South
CUST1241,43.0,72550,Student,650902.0,Auto,762,4,2026-01-11 06:39:58.480261,Default,South
CUST1242,52.0,81386,Self-employed,630918.0,Auto,637,2,2026-03-14 06:39:58.480263,Active,West
CUST1243,43.0,51831,,734392.0,Business,659,3,2026-05-08 06:39:58.480265,Active,West
CUST1244,30.0,110417,Student,798423.0,Business,669,0,2026-04-11 06:39:58.480267,Active,East
CUST1245,27.0,27135,Salaried,248573.0,Business,631,5,2026-05-14 06:39:58.480268,Default,East
CUST1246,55.0,76997,Student,742255.0,Home,679,5,2026-03-07 06:39:58.480270,Active,West
CUST1247,57.0,23009,Self-employed,142313.0,Home,754,0,2026-05-08 06:39:58.480272,Active,East
CUST1248,59.0,30068,Business,143566.0,Auto,730,4,2026-02-03 06:39:58.480273,Default,East
CUST1249,39.0,122171,Business,422209.0,Home,776,2,2026-05-08 06:39:58.480275,Active,East
CUST1250,54.0,20320,Business,342560.0,Business,701,2,2026-01-12 06:39:58.480277,Default,West
CUST1251,44.0,41684,Salaried,228417.0,Business,701,1,2026-03-11 06:39:58.480278,Active,North
CUST1252,54.0,95910,Self-employed,82309.0,Business,629,4,2026-05-08 06:39:58.480280,Delayed,North
CUST1253,44.0,69346,,314052.0,Business,621,2,2026-01-30 06:39:58.480282,Active,East
CUST1254,48.0,131399,Business,166751.0,Business,618,1,2026-04-30 06:39:58.480284,Delayed,North
CUST1255,37.0,31984,Self-employed,496710.0,Personal,630,0,2026-03-21 06:39:58.480286,Default,East
CUST1256,37.0,126985,Student,667345.0,Auto,619,4,2026-04-19 06:39:58.480316,Delayed,North
CUST1257,21.0,97986,Salaried,763934.0,Auto,746,4,2026-03-17 06:39:58.480325,Default,North
CUST1258,54.0,84892,Self-employed,742255.0,Home,729,2,2026-03-24 06:39:58.480329,Active,South
CUST1259,35.0,20320,Self-employed,433898.0,Business,639,2,2026-01-01 06:39:58.480350,Delayed,East
CUST1260,55.0,99443,,555074.0,Personal,766,3,2026-04-07 06:39:58.480354,Active,North
CUST1261,52.0,64910,Self-employed,303928.0,Business,690,0,2026-03-02 06:39:58.480358,Delayed,North
CUST1262,23.0,21161,,630918.0,Business,671,0,2025-11-19 06:39:58.480362,Default,South
CUST1263,52.0,118064,Salaried,177192.0,Home,708,5,2025-12-18 06:39:58.480367,Default,North
CUST1264,33.0,41684,Salaried,555074.0,Personal,781,1,2025-12-15 06:39:58.480371,Default,South
CUST1265,40.0,120667,Student,451914.0,Personal,626,1,2025-12-20 06:39:58.480375,Default,North
CUST1266,39.0,141025,,364380.0,Auto,678,3,2026-04-20 06:39:58.480380,Active,South
CUST1267,27.0,20320,,166751.0,Business,739,5,2025-12-21 06:39:58.480384,Active,South
CUST1268,26.0,58751,Business,451914.0,Personal,677,0,2026-04-11 06:39:58.480389,Active,West
CUST1269,22.0,34209,Business,82309.0,Auto,798,1,2026-02-26 06:39:58.480394,Active,East
CUST1270,36.0,140544,Student,130294.0,Personal,616,0,2026-01-22 06:39:58.480399,Active,West
CUST1271,52.0,23178,Salaried,734392.0,Business,683,0,2026-03-22 06:39:58.480403,Default,East
CUST1272,31.0,74460,Business,781368.0,Auto,737,5,2026-01-13 06:39:58.480415,Active,North
CUST1273,41.0,35216,Self-employed,171139.0,Personal,746,1,2026-01-14 06:39:58.480423,Active,East
